Data,Vazao_m3s,Nivel_cm
2026-01-24 04:50:00,368.2,546.0
2026-01-24 04:50:00,368.2,546.0
2026-01-24 04:50:00,368.2,546.0
2026-01-24 04:50:00,368.2,546.0
2026-01-24 04:50:00,368.2,546.0
2026-01-24 04:50:00,368.2,546.0
2026-01-24 04:50:00,368.2,546.0
2026-01-24 04:50:00,368.2,546.0
2026-01-24 04:50:00,368.2,546.0
2026-01-24 04:50:00,368.2,546.0
2026-01-24 04:50:00,368.2,546.0
2026-01-24 04:50:00,368.2,546.0
2026-01-24 04:50:00,368.2,546.0
2026-01-24 04:50:00,368.2,546.0
2026-01-24 04:50:00,368.2,546.0
2026-01-24 04:50:00,368.2,546.0
